,video_id,category_1,category_2,rank,task_id
1143670,maUTVIe6BCM,Food and Entertaining,Recipes,45,64023
383809,mb0oi5MrhKU,Hobbies and Crafts,Crafts,3,49243
135737,mBpmgo5jNRk,Hobbies and Crafts,Crafts,197,7823
121737,mcIyfHvFGU4,Food and Entertaining,Drinks,193,26701
809205,Mcj4pFD61ec,Food and Entertaining,Food Preparation,30,91243
373959,md9j5_1bG1M,Hobbies and Crafts,Crafts,124,21623
1215103,mdkoYyoqYrk,Food and Entertaining,Drinks,124,23535
1028734,MEeA2DIDXXI,Food and Entertaining,Recipes,73,13653
1005670,mFE6cP1Re9s,Food and Entertaining,Recipes,64,15513
247872,MfTSwCv0XbQ,Food and Entertaining,Recipes,6,1753
1076009,mFVxLGM3qnI,Home and Garden,Housekeeping,37,118375
662432,MGN4NjvDWVg,Food and Entertaining,Recipes,137,78453
1004103,mgxiqx9A_NU,Arts and Entertainment,Music,95,83622
737968,MHoWmGwwJSE,Food and Entertaining,Recipes,80,35741
198742,MJqNAWsxgBs,Food and Entertaining,Drinks,17,59365
774120,mJwNmsT0VZM,Home and Garden,Housekeeping,3,40066
734848,mk-eCvvAvDA,Food and Entertaining,Recipes,65,106424
836405,mKGKhaOcZnU,Home and Garden,Housekeeping,155,6815
850986,Mli0wnnmtCY,Food and Entertaining,Recipes,15,118446
194327,mLxIvB7T4CY,Food and Entertaining,Recipes,106,69073
633275,mmrYyUD4AEE,Food and Entertaining,Recipes,134,93319
192771,mm_Acb3886k,Cars & Other Vehicles,Cars,132,95143
238797,mNGPN5vsIjI,Hobbies and Crafts,Tricks and Pranks,80,60873
547137,mnSyUcHhTmo,Food and Entertaining,Parties,36,28050
560065,MnW1s-YZX2c,Food and Entertaining,Herbs and Spices,170,111673
938955,MOpZI9IzC10,Food and Entertaining,Recipes,49,84726
1174066,mOvcYYCeCHw,Food and Entertaining,Recipes,43,41792
638388,mPsamYbiqVo,Home and Garden,Gardening,131,89969
875777,MRxuE-2mSNY,Food and Entertaining,Recipes,43,78345
52630,MsKl0GDZLxE,Hobbies and Crafts,Crafts,23,95892
99135,MSTpm3dNi1A,Home and Garden,Housekeeping,165,64353
221624,MtbRweKNGso,Cars & Other Vehicles,Cars,83,95176
40607,MtEXiW5c8-c,Cars & Other Vehicles,Bicycles,158,121053
916834,Mu95k-teHz4,Food and Entertaining,Breakfast,45,91571
501995,MUXlP9TUePM,Food and Entertaining,Drinks,103,71228
1216170,MVDEU17N3fQ,Food and Entertaining,Recipes,96,94075
326191,MvnHy8_Wwls,,,38,51170
286330,MwjnINh4yo0,Hobbies and Crafts,Tricks and Pranks,151,60876
832617,mwQ3EGWIADI,Food and Entertaining,Recipes,94,94504
1054784,MwXFdK35yfg,Food and Entertaining,Recipes,39,41484
420196,mxqpb2s1SyI,Hobbies and Crafts,Crafts,11,30777
416922,mxyjCXuZjms,Food and Entertaining,Recipes,177,94141
448547,Mybq3lmyZxA,Home and Garden,Gardening,101,90076
15616,MyOX-4zRl4k,Hobbies and Crafts,Crafts,112,15616
309007,MZx_PVIw9NA,Cars & Other Vehicles,Cars,133,58358
759568,mzZ0mL01t0w,Pets and Animals,Reptiles,47,105727
447745,N0EXDZPleOU,Hobbies and Crafts,Tricks and Pranks,3,69688
1234107,n0i4g64VLjI,Food and Entertaining,Recipes,129,42850
517625,N2UEzHFCEcI,Food and Entertaining,Recipes,151,10381
556929,N3TpHcdwbyI,Home and Garden,Gardening,38,73911
507227,n474EQUUH30,Food and Entertaining,Cooking for Children,147,16838
71510,n4Vsc7kFkbA,Hobbies and Crafts,Crafts,19,86071
311159,n4z5e9Zc8sw,Food and Entertaining,Herbs and Spices,21,86089
396302,N548GTsj9YE,Home and Garden,Tools,79,13072
504644,N5E2TtoXF8Y,Hobbies and Crafts,Digital Technology Art and Craft Projects,11,117435
693873,n5tcnwUtwzg,Home and Garden,Housekeeping,23,21701
1170024,N7GObLN6o7U,Home and Garden,Home Improvements and Repairs,110,74691
379585,N7hckWV84pM,Holidays and Traditions,Christmas,17,120060
1059342,n7kSfBEWbK8,Food and Entertaining,Barbecue,121,113812
935925,N7Z8x4yG_U0,Home and Garden,Home Improvements and Repairs,40,89242
456369,N9BmXzX2mOw,Food and Entertaining,Recipes,95,59287
737851,n9fsxe9uFkc,Hobbies and Crafts,Crafts,65,16763
198745,N9YCM1S5fHc,Food and Entertaining,Drinks,161,48136
383341,nAD8gyU6ZfM,Hobbies and Crafts,Crafts,44,4090
325456,nAkYiCM5stg,,,62,67996
192192,nBTpU_Q9h2g,Food and Entertaining,Recipes,12,122808
1007356,NbvtPR9Modw,Home and Garden,Home Improvements and Repairs,49,5794
1194765,NcCNKU8gsVI,Food and Entertaining,Drinks,116,117067
859330,Ncnq17Ygy18,Cars & Other Vehicles,Boats,129,32306
878271,nCuU2VdN9rg,Home and Garden,Gardening,12,88671
867262,ncz-L_zxHWk,Food and Entertaining,Recipes,37,50935
385249,nD5ipxXW_xY,Food and Entertaining,Drinks,65,43159
1139872,NDF8J0F_toc,Food and Entertaining,Recipes,98,3989
1143793,ndPZP9jBpbQ,Food and Entertaining,Recipes,33,114878
256379,NeRG9qxi7ns,Sports and Fitness,Individual Sports,148,121191
737149,Nf-Sn7XoMYQ,Food and Entertaining,Recipes,14,51044
148599,NfeQAipgTbQ,Food and Entertaining,Recipes,100,120676
367217,NFsc2pCdBAI,Hobbies and Crafts,Crafts,196,92778
672935,nFYxZY2a_sk,Food and Entertaining,Recipes,76,75286
1103458,nGn_QHIfrhw,Home and Garden,Home Improvements and Repairs,1,6911
1158745,nIUKo1cAJfw,Food and Entertaining,Recipes,69,2563
161334,nJC7PrFO45g,Hobbies and Crafts,Crafts,37,55209
647076,NknIYW06EMU,Home and Garden,Landscaping and Outdoor Building,93,121079
654502,NlPQJwu3vMI,Hobbies and Crafts,Woodworking,166,57698
488964,nlTK4-hiaqQ,Food and Entertaining,Herbs and Spices,170,111706
591780,NLV1GsWk8SA,Food and Entertaining,Recipes,30,72917
242474,nl_t2qF0vHU,Hobbies and Crafts,Crafts,62,67983
587079,nmrt_oDa6Mw,Food and Entertaining,Recipes,83,86012
53152,No7G8tX5Tjc,Home and Garden,Housekeeping,58,79520
678330,NOIhpq5j38M,Home and Garden,Gardening,97,83550
555980,NOZSLMJcqMc,Food and Entertaining,Parties,81,3980
832396,nPfShmc3SnU,Hobbies and Crafts,Painting,116,5708
1065578,npw8h1sd2Qs,Food and Entertaining,Recipes,21,101055
91191,nPwZlXPBP3w,Personal Care and Style,Grooming,44,60540
933258,NpYAMOdlymU,Health,Emotional Health,122,37953
207394,nqfyJGnKcOA,Food and Entertaining,Drinks,35,50306
1050363,NqvDCI2zY0c,Health,Women’s Health,144,26905
526842,NQWR-nB1XFU,Pets and Animals,Birds,58,37502
82659,Nqxr0og1llo,Food and Entertaining,Recipes,99,98159
533815,nR5xbqogHWc,Cars & Other Vehicles,Cars,27,71840
72670,nRBrCvK2V2Q,Cars & Other Vehicles,Recreational Vehicles,6,40623
268194,nrtb0AFs47Y,Food and Entertaining,Recipes,64,11505
445826,Nry1stbnCuA,Home and Garden,Landscaping and Outdoor Building,126,93229
13593,Ns1MXZzqDT8,Food and Entertaining,Recipes,39,15528
792484,NSLW89jd_Tw,Home and Garden,Housekeeping,16,7892
346426,ntCaDw6csd4,Hobbies and Crafts,Crafts,19,106650
825680,NtovHgvG27Q,Food and Entertaining,Recipes,104,97602
377260,nTzvsbiOeZk,Food and Entertaining,Drinks,190,53189
136802,Nu-Wb8Cf5ZM,Food and Entertaining,Recipes,21,95458
1223044,nUAGd704cW4,Holidays and Traditions,Christmas,19,120059
662914,NUhCrXz3h4Y,Home and Garden,Home Improvements and Repairs,88,93003
537590,nV-JMMM45RA,Home and Garden,Housekeeping,8,81036
642207,NV3Gq5tgfME,Cars & Other Vehicles,Cars,110,74589
435165,nv9JZxzLvJA,Home and Garden,Home Improvements and Repairs,39,55105
1008207,NVu3fbjHcBg,Food and Entertaining,Recipes,160,11528
271254,nW6Y2BlMsTQ,Hobbies and Crafts,Crafts,73,113022
279878,NWglSMF_07Q,Hobbies and Crafts,Crafts,70,90093
267949,NwKUH4Ls51I,,,107,46797
592223,nX2bgwy65wI,Pets and Animals,Crustaceans,17,43975
500438,nYATZc4d3sQ,Food and Entertaining,Recipes,7,96803
1184931,NYkIksIB-mQ,Home and Garden,Housekeeping,81,49269
612278,NYMpPaAqf6w,Food and Entertaining,Recipes,166,2945
801480,nYpHjpKuemE,Home and Garden,Gardening,112,2600
993217,nYWzZ7BM8pA,Arts and Entertainment,Music,13,105313
247520,nzGMdr6SH-E,Cars & Other Vehicles,Cars,9,118090
175728,NZTZI0gnErI,Food and Entertaining,Recipes,150,52132
662662,o0GWgEGDIMY,Home and Garden,Gardening,59,67090
545784,o4bV4-rUR6M,Food and Entertaining,Drinks,76,47900
993441,O8OKhEswj1g,Food and Entertaining,Recipes,114,105735
918304,O9r1uVUYLwY,Food and Entertaining,Recipes,171,102668
843330,oAq9qWZZwhg,Home and Garden,Gardening,172,40969
488883,oBDu4fk-kXs,Food and Entertaining,Recipes,26,35745
308061,OBSx0laWFZk,Arts and Entertainment,Music,95,136
985626,OcYwlx5Ub0k,Food and Entertaining,Recipes,53,57858
587406,OD9YMFDZqnE,Hobbies and Crafts,Drawing,62,54103
261149,ods0oTSfRvM,Food and Entertaining,Recipes,157,8347
81045,OE3cEmYTrz4,Holidays and Traditions,Christmas,25,83425
594200,ofDetEWFCU0,Home and Garden,Gardening,155,121933
69098,oflBSJe6w1Y,Food and Entertaining,Care and Use of Cooking Equipment,41,123295
790864,oGgi-UDnEXs,Home and Garden,Home Improvements and Repairs,75,46658
714588,OgHXGLNtu5k,Home and Garden,Home Improvements and Repairs,76,19314
925852,OgjEvEBKTXE,Food and Entertaining,Recipes,137,6196
829841,oglhvEOIPLg,Food and Entertaining,Recipes,59,80036
963660,OgzFtdLQ-v0,Food and Entertaining,Recipes,52,103939
373155,oH3rL6tqUj0,Cars & Other Vehicles,Bicycles,1,40595
404617,ohBiKbv-cts,Holidays and Traditions,Halloween,151,87399
198645,oI4rbwC3dqI,Hobbies and Crafts,Crafts,86,16772
446908,oi5a5MWK6oE,Cars & Other Vehicles,Cars,100,40581
97127,OiFFaK8U-AI,Food and Entertaining,Herbs and Spices,97,47568
632016,oJFmTx8EbrY,Hobbies and Crafts,Games,29,70741
108364,oJO3N8wiE_A,Personal Care and Style,Fashion,11,108019
1216886,OkdLEPkYuC4,Food and Entertaining,Recipes,25,81943
1138233,OKsF3VzF-4E,Hobbies and Crafts,Crafts,13,92826
4203,oKShjgeovXI,Hobbies and Crafts,,76,47415
1184652,olhtBL5ds7k,Food and Entertaining,Recipes,155,120559
527063,OmcRkJaWv7w,Food and Entertaining,Drinks,13,121327
816507,OmxvObdwHSo,Hobbies and Crafts,Woodworking,78,81331
930771,oNVD0WrK_6E,Food and Entertaining,Recipes,19,34139
660923,ooKLSOdDBPQ,Food and Entertaining,Recipes,92,102574
100381,oPteS0qwKvI,Food and Entertaining,Recipes,60,3930
807607,OQeX60u5YzE,Home and Garden,Housekeeping,117,28377
1152775,OQfflH69Tcg,Food and Entertaining,Recipes,7,61913
649069,ORBaZN6nWWY,Education and Communications,Speaking,13,74
757041,Os2vrOT8F1Q,Home and Garden,Gardening,2,36500
1166032,OsI2UzJQ0FQ,Food and Entertaining,Recipes,133,15468
497961,Otth4mjB0f8,Food and Entertaining,Recipes,34,65222
466206,oUapEpevtsA,Hobbies and Crafts,Crafts,128,72113
1131864,ov64hoSHRQE,Home and Garden,Home Improvements and Repairs,6,17586
731751,ovEcTNiAkBE,Food and Entertaining,Recipes,76,32133
337229,ovepW7HgpDM,Food and Entertaining,Drinks,104,23583
1195237,OvPVUzBnR3c,Food and Entertaining,Recipes,161,69047
677025,OVVGExTGCl8,Home and Garden,Housekeeping,4,23641
386966,oWBFLOtpfC8,Hobbies and Crafts,Crafts,101,113719
528798,OwixVmWNv4Y,Food and Entertaining,Drinks,72,59287
1025437,oWMAnCpw7DA,Food and Entertaining,Food Preparation,61,91160
1185749,owtZ9OJBmuM,Food and Entertaining,Recipes,68,8125
245807,Oxgs9BTP8t4,Food and Entertaining,Food Preparation,24,6156
587081,OxMStx437DY,Food and Entertaining,Recipes,153,86012
269822,oYjwG4sFyhM,Cars & Other Vehicles,Driving Techniques,97,5576
764304,o_d81a3Y55U,Hobbies and Crafts,Woodworking,4,47215
651773,O_lLI1Pa4nI,Food and Entertaining,Cooking for Children,85,76588
1043122,o_pCM6gFXXE,Hobbies and Crafts,Games,56,2236
58650,o_VKps1fh_M,Food and Entertaining,Drinks,62,25709
1132530,P0EZy1E6wVU,Food and Entertaining,Recipes,172,32082
718458,P37IWDHu1oo,Home and Garden,Gardening,121,47579
59886,P60Fk5YiTds,Home and Garden,Home Improvements and Repairs,199,35219
672396,p7njuYZfZoA,Home and Garden,Gardening,3,121873
369908,P83h1GH-K2s,Cars & Other Vehicles,Boats,141,32308
1140135,P8JyviAIqE0,Food and Entertaining,Recipes,156,96855
279316,P95rGeHMGIg,Home and Garden,Tools,142,105808
428449,PAxX2eKElkA,Hobbies and Crafts,Crafts,117,42324
890236,PBo_bZAc8Jc,Home and Garden,Gardening,92,13722
410505,PCFh_xi1kZU,Food and Entertaining,Drinks,19,32737
1087545,PcITBfrrdGs,Food and Entertaining,Breakfast,19,82219
1120407,PcmIkGbarT4,Home and Garden,Housekeeping,38,64378
1025109,pCXbpk_BYjo,Pets and Animals,Horses,25,37678
515938,pF2xZJQlGR4,Food and Entertaining,Recipes,74,84737
296047,pfHQ6qFofL8,Food and Entertaining,Recipes,27,13654
412151,PfRNNjxNetg,Home and Garden,Gardening,91,73837
289716,Pgg0UIt-PNw,Hobbies and Crafts,Crafts,35,60432
394406,pgoWgXAnn-4,Food and Entertaining,Drinks,90,79261
854728,pI6gEBsu9nk,Arts and Entertainment,Music,97,105231
731442,PiHYpeYNCkg,Food and Entertaining,Recipes,92,80004
984636,PInww4YUbB4,Food and Entertaining,Recipes,27,1778
1002147,Piqeam4slCo,Food and Entertaining,Recipes,130,28070
1203914,pITrnP0dmYs,Pets and Animals,Dogs,153,62375
38506,PI_HEFju8ck,Hobbies and Crafts,Crafts,15,68997
872437,pj-eiGjYUlg,Home and Garden,Gardening,82,88880
671655,pk4uRJCA4GE,Food and Entertaining,Recipes,52,99578
702268,pKmPKExd1CE,Home and Garden,Home Improvements and Repairs,40,77551
398073,PKUIfmkZ6d4,Food and Entertaining,Recipes,69,106605
293825,PKWVjtJmoYk,Food and Entertaining,Recipes,110,73756
274086,pL1rTo6p4yI,Food and Entertaining,Recipes,93,106408
1051822,PlqmYXlE9-8,Hobbies and Crafts,Crafts,37,104858
1053174,PLv2O_eyTXY,Food and Entertaining,Drinks,79,106418
770982,plWaD9NTgeQ,Home and Garden,Home Improvements and Repairs,65,96421
661770,plwU9oqkLro,Home and Garden,Gardening,118,81710
200675,PM2BxEW8588,Food and Entertaining,Recipes,188,85959
688097,pM2tYPdHJVw,Home and Garden,Home Improvements and Repairs,88,27551
41275,PM7XcXYHxeY,Hobbies and Crafts,,48,47416
1080648,pm8Xwd3PHPo,Food and Entertaining,Recipes,59,61911
815518,PMBAxemcrUA,Pets and Animals,Dogs,25,5224
173553,pMEiyKZ4H4g,Hobbies and Crafts,Collecting,104,33840
838309,pmfBeQ7vl_w,Home and Garden,Housekeeping,97,73382
238055,PmHKrKQnp-g,Food and Entertaining,Recipes,41,63972
88830,pmiiL7nsDp0,Education and Communications,Subjects,67,307
1168404,PnaBdeBkZfs,Food and Entertaining,Recipes,113,5679
723828,PoEz-hTjrtg,Health,Emotional Health,114,286
777121,PoYtsn-NneY,Pets and Animals,Small and Furry,169,34287
1121400,pP8wTR8xcRI,Home and Garden,Landscaping and Outdoor Building,111,10984
81140,PPCCe_7nAHs,Home and Garden,Housekeeping,161,17924
1013076,ppoT2huftPM,Food and Entertaining,Recipes,74,32245
805217,PpQfM-izApQ,Home and Garden,Tools,94,4035
574997,pQGNjldjgqo,Home and Garden,Housekeeping,7,17883
344616,PqrZWd_CQIE,Hobbies and Crafts,Crafts,2,90929
691219,pQyCjfSW8m0,Food and Entertaining,Recipes,68,51665
515318,prcXIkb3s7c,Home and Garden,Home Improvements and Repairs,125,59705
917126,PRkmTb_nlA4,Food and Entertaining,Recipes,16,122811
1135507,pRYkoAWUWXE,Home and Garden,Home Improvements and Repairs,158,25371
451059,PRZP1CU4OJ0,Sports and Fitness,Outdoor Recreation,164,92643
736468,pSG90VpHPeA,Home and Garden,Disaster Preparedness,34,9869
1211459,pslDd1jZ-D0,Food and Entertaining,Recipes,97,16216
1141028,PSzj6y_IRTM,Food and Entertaining,Recipes,103,108129
923612,Pt0lHwLkzH0,Hobbies and Crafts,Drawing,107,112789
359178,pthfHQMhkEw,Family Life,Parenting,96,85923
1105612,PThWM-aeSy0,Hobbies and Crafts,Crafts,167,64086
605485,pt_u6tjKQOs,Home and Garden,Housekeeping,58,78986
875085,pUYMXdX_K_s,Food and Entertaining,Drinks,155,59359
869763,pVcg6fayDEQ,Arts and Entertainment,Music,140,75175
847613,pvThWzxRZK0,Food and Entertaining,Recipes,80,102726
637584,PwG2L1Ez8uQ,Cars & Other Vehicles,Cars,84,105786
982402,Pwz9tZG9LY8,Home and Garden,Housekeeping,1,17881
752732,PXhPeWbr0rc,Home and Garden,Home Improvements and Repairs,122,101169
101778,pXv_jhViUVo,Health,Conditions and Treatments,79,87949
780393,PyvkC_0hMrs,Food and Entertaining,Drinks,72,117080
870573,pZ8OX7W5gvk,Food and Entertaining,Recipes,54,120626
983257,pzaG2Kfi1Pw,Hobbies and Crafts,Crafts,18,82963
542019,PZd8NyKZHNw,Food and Entertaining,Recipes,144,114889
439576,pZUo2mf1MvA,Food and Entertaining,Recipes,97,41688
1099670,p_OOETdLzfE,Cars & Other Vehicles,Cars,55,29319
109156,q-VcUYMwTjY,Hobbies and Crafts,Crafts,194,34863
70931,q2R90PQScDo,Cars & Other Vehicles,Boats,142,38943
921402,Q2WsQ6kgFpI,Hobbies and Crafts,Tricks and Pranks,130,83392
938731,q4F8qf-r404,Hobbies and Crafts,Toys,9,26416
1022134,q5AedKs1YfM,Food and Entertaining,Recipes,39,61937
748135,q5u-PbfsrDk,Cars & Other Vehicles,Aviation,74,71634
1151690,q5yEden7ncQ,Food and Entertaining,Recipes,30,90463
3010,q67dkHTNpS8,Food and Entertaining,Breakfast,59,64929
266539,Q945XsdpJCc,Hobbies and Crafts,Crafts,145,10104
432637,QBfN72RQw28,Hobbies and Crafts,Crafts,190,69698
1126044,qc6zq9KMJHc,Hobbies and Crafts,Woodworking,53,57696
105081,QCOo5dKUmMA,Holidays and Traditions,Halloween,40,73757
250834,QD1XyI2_t2A,Hobbies and Crafts,Crafts,93,60241
656371,Qe7o3jbvX-s,Pets and Animals,Dogs,34,39552
815633,QeBEDk-SzV8,Arts and Entertainment,Music,68,65431
522940,qeG17zrzGns,Home and Garden,Landscaping and Outdoor Building,29,29055
1106120,qeo-a8hp9DI,Health,Recreational Drug Use,126,74771
905642,qF0IwbKKx-U,Home and Garden,Home Improvements and Repairs,8,35235
1140254,QF4E2mr0vZE,Food and Entertaining,Recipes,41,72870
561640,qfReDzL9pM4,Food and Entertaining,Drinks,45,43161
935327,QFxYIFNpwq4,Food and Entertaining,Recipes,39,72912
575715,qhCFdshqzBU,Food and Entertaining,Recipes,4,50365
1082819,qHdaKerGmvk,Hobbies and Crafts,Crafts,151,46884
329359,QHEx9yXDzAE,Holidays and Traditions,Christmas,20,106068
872876,QHHVnSjs4xs,Home and Garden,Housekeeping,124,33637
478381,qibsF5PEjKo,Food and Entertaining,Recipes,45,101075
213788,qIdXT2VruwY,Cars & Other Vehicles,Cars,60,95152
393292,qIF6m00K27E,Hobbies and Crafts,Crafts,145,65546
197282,qij5nA7BP-4,Food and Entertaining,Herbs and Spices,126,111939
714133,qiki6D8qnbc,Hobbies and Crafts,Games,139,117785
642591,qIRd55tyxr4,Food and Entertaining,Recipes,129,26607
311177,QIuWaw25HK4,Food and Entertaining,Herbs and Spices,189,64004
390976,qiXKMVq-1tU,Food and Entertaining,Recipes,44,115831
18520,QJRfCVVkooI,Youth,Personal Care for Youth,3,55385
1045897,qJtHVEW0k70,Hobbies and Crafts,Woodworking,32,38094
92738,QMbHLF_zwjs,Education and Communications,Subjects,28,38101
635427,qMpTxKR18Zg,Food and Entertaining,Drinks,167,88528
143548,qmT14bJtmS0,Hobbies and Crafts,Crafts,110,20634
285064,qNiQ-XiJF7M,Food and Entertaining,Recipes,12,80062
333950,QNRpu1QEibw,Hobbies and Crafts,Crafts,166,118806
89377,qNVwyneeWBU,Holidays and Traditions,Christmas,18,77160
1013634,qp_TU7rWuLM,Food and Entertaining,Drinks,45,114942
573946,qQaZC09KLEE,Food and Entertaining,Recipes,7,72448
503505,QQhTKj7e9eI,Food and Entertaining,Recipes,113,63402
964283,QqhuwtU_NSY,Pets and Animals,Small and Furry,88,102809
1032694,qqTutoNdVvw,Food and Entertaining,Recipes,77,3925
375113,QRthmRqDHjA,Hobbies and Crafts,Crafts,33,58153
278846,qs3r1z5loBk,Cars & Other Vehicles,Off Road Vehicles,3,40595
709722,qsRVc2Ii7fY,Home and Garden,Tools,72,77467
397258,qSt_EIS8X7M,Food and Entertaining,Drinks,3,117058
799207,QTu1q0m4TcE,Cars & Other Vehicles,Cars,163,106093
937694,qVUNm0v9VqM,Pets and Animals,Animal Welfare Activism,18,41909
1209154,Qw0fU-GDHPs,Cars & Other Vehicles,Recreational Vehicles,136,40632
319640,QWReJY4teAY,Hobbies and Crafts,Crafts,170,36430
1201602,qX1zOC-PZus,Home and Garden,Housekeeping,171,30087
1067247,qx5P5FFz0Jc,Home and Garden,Gardening,34,83191
1090439,QxncRwMHP7E,Food and Entertaining,Drinks,33,121402
421015,qXNEaUa9zic,Hobbies and Crafts,Crafts,102,90344
1075436,QyslE80Z8lQ,Cars & Other Vehicles,Cars,99,95132
999678,qz6CXhY-PrE,Home and Garden,Home Improvements and Repairs,163,120369
290366,QzsmNUvY1eU,,,6,93318
1187069,QzTN8oY6Of4,Food and Entertaining,Recipes,161,95570
19670,qZX9ML6zjxc,Hobbies and Crafts,Crafts,52,10636
826225,qzxuRFs5vpc,Food and Entertaining,Drinks,31,64820
1179485,QZz-o-wDeLk,Food and Entertaining,Recipes,77,122822
717219,q_PejCtCycc,Home and Garden,Gardening,135,116142
565946,R--Y1rWsov4,Food and Entertaining,Drinks,10,50335
525915,R01TUn0OsP8,Hobbies and Crafts,Crafts,1,111343
1048189,R0DntOMX5SA,Food and Entertaining,Recipes,113,120657
287622,r0lY4uR_arw,Hobbies and Crafts,Crafts,147,111068
731025,r0oZzf8-HQo,Home and Garden,Home Improvements and Repairs,71,59711
1053037,r0TdaHlqJr4,Home and Garden,Sustainable Living,27,37953
492777,r3Gjiuxvrtc,Home and Garden,Gardening,151,46531
997032,R9F-W0ZtGzg,Food and Entertaining,Recipes,106,94074
791716,R9JVYdpkHDk,Home and Garden,Home Improvements and Repairs,137,13288
820908,r9mIGaSODwY,Food and Entertaining,Recipes,86,10854
1149706,r9raJoVcd4w,Food and Entertaining,Food Preparation,168,38357
679783,raIza6Cw19k,Hobbies and Crafts,Crafts,60,19971
418209,raJswBGkdsI,Hobbies and Crafts,Crafts,89,93837
929878,RB4HUF50gvI,Food and Entertaining,Recipes,83,33352
429316,Rbe1MaPSi58,Food and Entertaining,Drinks,36,23555
387760,RbLjX39ZnxU,Home and Garden,Gardening,117,88683
641757,RcjI92delQg,Food and Entertaining,Recipes,99,34836
323972,rCkM3GzH-VQ,Food and Entertaining,Recipes,31,118428
812840,RdML9qD-QB8,Food and Entertaining,Recipes,153,68251
551670,RDSw9BLfJVE,Home and Garden,Disaster Preparedness,16,30021
527931,rDvPIhscFxM,Food and Entertaining,Recipes,77,41483
657379,rDyWbjejXuU,Pets and Animals,Birds,3,68558
939799,rE4i5q5HTAI,Food and Entertaining,Recipes,42,32173
789461,rEwxbrWSUmE,Food and Entertaining,Recipes,115,11489
860591,rF4dUkEUQSc,Home and Garden,Gardening,56,65731
148555,rfq9xFmw1Xc,Family Life,Parenting,175,43736
159546,rg2Zj8gGp8o,Hobbies and Crafts,Crafts,32,118990
570360,rGbtXC6GIUU,Home and Garden,Home Improvements and Repairs,131,48453
1000252,RgWedWg_nCw,Home and Garden,Swimming Pools Spas and Hot Tubs,133,13141
987767,RHGWiFI5Qaw,Food and Entertaining,Herbs and Spices,112,30877
352402,ri0i3HNO3Ao,Home and Garden,Housekeeping,36,12635
940265,Ri3S2qLF5R4,Hobbies and Crafts,Painting,67,5697
168644,Rji1BCsB9Os,Home and Garden,Sustainable Living,78,10936
957465,RjsaC0UPEtU,Home and Garden,Housekeeping,27,110264
988014,RjVroQWvc5A,Hobbies and Crafts,Crafts,84,116637
172571,rKW0d7R2e4w,Cars & Other Vehicles,Bicycles,25,29738
906736,RkY8K8Dfr2o,Home and Garden,Housekeeping,146,120439
1160495,rmZMt6jiK1Q,Home and Garden,Home Improvements and Repairs,141,6949
661652,rNTcucQTgK0,Home and Garden,Gardening,59,113680
613824,Ro3VRGrShvw,Home and Garden,Home Improvements and Repairs,135,47963
1132207,rOBcLkpWGrU,Home and Garden,Home Improvements and Repairs,1,36814
583840,RojcYz9eeA0,Food and Entertaining,Recipes,32,19164
507065,rPeTw6SBRAQ,Home and Garden,Home Improvements and Repairs,157,72140
491972,rPhmJ6UsMbA,Cars & Other Vehicles,Cars,16,106092
560737,RpIRrJdz2-0,Food and Entertaining,Breakfast,124,64004
444926,rPxubqEmFy8,Cars & Other Vehicles,Cars,197,11158
521593,RQGrOjf73cQ,Food and Entertaining,Recipes,164,68292
51296,rqnlsame7_U,Holidays and Traditions,Halloween,102,58886
426479,RqvYVQtdJC0,Hobbies and Crafts,Crafts,5,90411
326176,rr4MKdesJfQ,,,101,51163
156026,rrpVKknYHv8,Hobbies and Crafts,Crafts,100,7802
906955,rrUsRPzjk6U,Hobbies and Crafts,Games,105,110404
1144878,RSGPVUqZCj4,Food and Entertaining,Recipes,123,22659
1171240,rtAZsgawdOM,Food and Entertaining,Parties,4,120628
491943,RyuFmR5rm34,Cars & Other Vehicles,Driving Techniques,97,2335
554851,RyzFL4O_P_A,Food and Entertaining,Food Safety,4,91829
1011747,R_AbN8ut6jU,Food and Entertaining,Recipes,6,95564
87497,S-dk_IIyQCE,Hobbies and Crafts,Crafts,108,10618
829390,s-Sd_FNvE7M,Sports and Fitness,Individual Sports,35,2223
901181,S-WH52Kyrrc,Food and Entertaining,Recipes,1,78479
785745,S24IWdl0qiQ,Cars & Other Vehicles,Cars,78,88406
1121673,S2WDb8iM3tE,Food and Entertaining,Recipes,77,106578
268800,s3EJhGcwFU8,Sports and Fitness,Outdoor Recreation,175,56442
869144,s3VSuOefGV8,Cars & Other Vehicles,Cars,156,97191
1075555,s44Ke9fUNJk,Food and Entertaining,Recipes,133,109389
755090,s4IYrraIuFk,Food and Entertaining,Recipes,174,16294
738888,S4_24AW83JQ,Food and Entertaining,Parties,19,59762
98416,S5d1aqbTX3A,Home and Garden,Gardening,107,47198
911549,s90oE5c4qRg,Home and Garden,Housekeeping,81,12637
509694,s9HwrIw_3MA,Food and Entertaining,Recipes,124,34941
573631,S9zsauhz7rU,Hobbies and Crafts,Crafts,143,48314
575778,sadHcS0BwUA,Home and Garden,Home Decorating,73,68971
158647,SaWt6jm3WB0,Home and Garden,Home Improvements and Repairs,81,105884
1173210,sAya--M6Em4,Home and Garden,Gardening,24,90007
1044409,Sa_a8xSjQ1s,Home and Garden,Home Improvements and Repairs,63,22737
